,Serial_Number,AGE,GENDER,MARITAL_STATUS,NATIONALITY,LINE_TENURE,CUSTOMER_CLASS,SUBPLAN,CONTRACT_FLAG,PAY_METD,HS_AGE,TOP1_INT_CD,TOP2_INT_CD,TOP3_INT_CD,CUSTOMER_TYPE,ID_CHANGE_FLAG
1681,15378,40.0,M,S,702.0,742,7,2156,0.0,cs,24,105,NONE,NONE,3G,0
1682,1538,36.0,F,S,702.0,1263,3,2102,1.0,cs,0,26,70,82,4G,0
1683,1539,44.0,F,M,702.0,1280,3,2105,0.0,cs,7,NONE,NONE,NONE,4G,0
1684,15390,21.0,M,S,702.0,422,3,2242,1.0,cs,1,NONE,NONE,NONE,3G,0
1685,15391,34.0,F,M,702.0,1013,7,2156,1.0,cs,0,NONE,NONE,NONE,3G,1
1686,154,20.0,F,S,702.0,329,4,2242,1.0,cs,5,NONE,NONE,NONE,4G,0
1687,1540,29.0,M,S,702.0,1234,3,2102,1.0,cs,3,105,102,103,4G,0
1688,15404,38.0,M,M,702.0,2306,3,2206,1.0,cs,0,NONE,NONE,NONE,3G,0
1689,1541,36.0,M,M,702.0,678,3,2135,1.0,cs,9,254,80,NONE,4G,0
1690,1542,29.0,M,S,702.0,359,3,2242,1.0,cs,0,105,103,101,4G,0
1691,15420,44.0,M,S,702.0,1128,3,2242,1.0,cs,17,NONE,NONE,NONE,3G,0
1692,15424,30.0,M,S,702.0,1427,3,2103,0.0,cs,3,NONE,NONE,NONE,3G,0
1693,15428,27.0,F,S,702.0,1847,3,2107,1.0,cs,0,105,NONE,NONE,3G,0
1694,15429,31.0,F,M,702.0,632,3,2206,1.0,cs,20,NONE,NONE,NONE,3G,0
1695,1543,42.0,M,M,702.0,1252,3,2102,1.0,cs,2,239,48,105,4G,0
1696,15430,40.0,M,M,702.0,870,3,2241,1.0,cs,4,NONE,NONE,NONE,3G,0
1697,15432,29.0,F,S,702.0,1591,3,2103,0.0,cg,0,NONE,NONE,NONE,3G,0
1698,15435,49.0,M,M,702.0,2059,3,2101,1.0,dd,7,NONE,NONE,NONE,3G,0
1699,15439,25.0,M,S,702.0,300,7,2194,1.0,co,6,254,80,NONE,3G,0
1700,1544,24.0,M,S,702.0,1242,7,2214,1.0,cs,23,NONE,NONE,NONE,4G,0
1701,15441,41.0,M,M,702.0,1008,3,2242,1.0,cs,7,35,236,238,3G,0
1702,15444,59.0,F,M,702.0,2387,3,2101,1.0,dd,11,70,236,105,3G,0
1703,1545,37.0,M,M,702.0,532,3,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
1704,15454,44.0,M,S,702.0,2386,3,2101,1.0,cs,12,NONE,NONE,NONE,3G,0
1705,1546,21.0,M,S,702.0,589,3,2248,1.0,cs,19,NONE,NONE,NONE,4G,0
1706,15461,29.0,M,S,702.0,2366,3,2107,1.0,co,2,NONE,NONE,NONE,3G,0
1707,1547,22.0,F,S,702.0,690,3,2135,1.0,cs,5,105,103,70,4G,0
1708,15473,48.0,M,M,702.0,1493,3,2241,0.0,cs,48,NONE,NONE,NONE,3G,0
1709,1548,48.0,M,M,702.0,607,3,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
1710,15481,70.0,M,M,702.0,2381,3,2101,0.0,cs,31,248,NONE,NONE,3G,0
1711,1549,35.0,M,M,702.0,1553,3,2102,1.0,cs,0,237,236,248,4G,0
1712,15490,50.0,M,M,702.0,2381,3,2242,1.0,cs,18,NONE,NONE,NONE,3G,0
1713,15494,56.0,M,M,702.0,2379,3,2101,1.0,cs,18,NONE,NONE,NONE,3G,0
1714,15499,44.0,M,M,702.0,973,3,2135,1.0,cs,3,NONE,NONE,NONE,3G,0
1715,155,37.0,M,M,702.0,1211,3,2102,1.0,co,5,248,50,NONE,4G,0
1716,1550,40.0,M,S,702.0,1219,7,2208,1.0,co,0,NONE,NONE,NONE,4G,0
1717,15501,25.0,M,S,702.0,1899,3,2242,1.0,co,6,NONE,NONE,NONE,3G,0
1718,15503,51.0,M,M,702.0,473,3,2241,1.0,cs,15,NONE,NONE,NONE,3G,0
1719,15505,30.0,M,S,702.0,319,3,2102,1.0,cs,10,NONE,NONE,NONE,3G,0
1720,1551,44.0,M,M,702.0,1555,3,2102,1.0,cs,0,105,NONE,NONE,4G,0
1721,1552,36.30354683195592,F,M,702.0,1552,3,2248,0.0,dd,18,NONE,NONE,NONE,4G,0
1722,15522,44.0,F,M,702.0,1704,3,2101,1.0,cs,4,103,NONE,NONE,3G,0
1723,1553,27.0,M,S,702.0,1552,7,2242,0.0,dd,0,105,103,NONE,4G,0
1724,15538,33.0,F,M,702.0,2373,3,2101,1.0,co,13,NONE,NONE,NONE,3G,0
1725,1554,50.0,F,S,702.0,1552,3,2114,1.0,cs,0,NONE,NONE,NONE,4G,0
1726,1555,24.0,M,S,702.0,347,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
1727,15552,34.0,F,S,702.0,1353,3,2101,0.0,cs,32,NONE,NONE,NONE,3G,0
1728,1556,24.0,M,S,702.0,1560,3,2114,1.0,cs,15,NONE,NONE,NONE,4G,0
1729,15563,42.0,M,M,702.0,454,3,2242,1.0,cs,3,NONE,NONE,NONE,3G,0
1730,15568,49.0,M,M,702.0,910,3,2241,1.0,cg,5,NONE,NONE,NONE,3G,0
1731,1557,36.30354683195592,F,S,702.0,1198,9,2212,1.0,cs,5,239,48,238,4G,0
1732,15571,37.0,F,M,702.0,2185,3,2242,1.0,cs,12,105,102,NONE,3G,0
1733,15572,47.0,M,M,702.0,2118,3,2101,1.0,dd,8,105,101,103,3G,0
1734,15578,50.0,M,S,702.0,987,7,2156,1.0,dd,13,NONE,NONE,NONE,3G,0
1735,15579,24.0,M,S,702.0,1428,7,2166,1.0,cs,0,NONE,NONE,NONE,3G,0
1736,1558,59.0,M,M,702.0,1556,3,2114,1.0,cs,0,NONE,NONE,NONE,4G,0
1737,15585,29.0,M,S,702.0,2366,3,2248,1.0,cs,5,NONE,NONE,NONE,3G,0
1738,15587,39.0,F,M,702.0,568,3,2101,1.0,dd,5,NONE,NONE,NONE,3G,0
1739,1559,39.0,F,M,702.0,1559,3,2102,0.0,cs,26,NONE,NONE,NONE,4G,0
1740,15592,36.30354683195592,M,M,702.0,1508,7,2242,0.0,cg,11,105,NONE,NONE,3G,0
1741,15598,45.0,M,M,702.0,2365,3,2242,1.0,cs,22,NONE,NONE,NONE,3G,0
1742,156,36.30354683195592,M,S,702.0,883,3,2242,1.0,cx,4,257,242,65,4G,0
1743,1560,25.0,F,S,702.0,306,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
1744,15600,46.0,F,S,702.0,1887,9,2153,1.0,dd,60,236,259,39,3G,0
1745,1561,25.0,F,S,702.0,624,3,2102,0.0,cs,4,NONE,NONE,NONE,4G,0
1746,1562,51.0,M,M,702.0,1557,3,2206,1.0,cs,22,NONE,NONE,NONE,4G,0
1747,15625,47.0,F,M,702.0,336,3,2120,1.0,cs,20,242,NONE,NONE,3G,0
1748,1563,18.0,M,S,702.0,636,4,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
1749,15632,45.0,F,M,702.0,2404,3,2243,1.0,cs,4,238,NONE,NONE,3G,0
1750,15637,31.0,M,S,702.0,2013,3,2242,1.0,cg,7,NONE,NONE,NONE,3G,0
1751,1564,38.0,M,S,702.0,1651,7,2156,1.0,cs,1,105,NONE,NONE,4G,0
1752,15640,38.0,M,S,702.0,2400,3,2135,1.0,cg,60,NONE,NONE,NONE,3G,0
1753,15642,26.0,M,S,702.0,1087,3,2105,1.0,cs,10,NONE,NONE,NONE,3G,0
1754,15643,45.0,F,M,702.0,1093,3,2241,1.0,cs,11,105,NONE,NONE,3G,0
1755,15644,32.0,M,S,702.0,1916,3,2242,1.0,cs,10,103,NONE,NONE,3G,0
1756,1565,53.0,M,M,702.0,412,3,2105,1.0,dd,3,NONE,NONE,NONE,4G,0
1757,15659,19.0,F,S,702.0,344,4,2242,1.0,cs,11,NONE,NONE,NONE,3G,0
1758,1566,43.0,M,M,702.0,1952,3,2101,1.0,co,1,239,NONE,NONE,4G,0
1759,1567,30.0,F,S,702.0,2099,7,2170,1.0,co,0,103,NONE,NONE,4G,0
1760,15672,26.0,F,S,702.0,1870,3,2101,0.0,cs,35,NONE,NONE,NONE,3G,0
1761,15673,44.0,M,M,702.0,1091,3,2206,1.0,cs,12,NONE,NONE,NONE,3G,0
1762,15674,30.0,M,S,702.0,1079,7,2166,1.0,cs,2,NONE,NONE,NONE,3G,0
1763,15675,46.0,M,M,702.0,1985,3,2101,1.0,cs,6,NONE,NONE,NONE,3G,0
1764,15678,27.0,M,S,702.0,2282,3,2101,1.0,cs,2,NONE,NONE,NONE,3G,0
1765,1568,42.0,M,S,702.0,1735,3,2101,1.0,cs,6,236,248,NONE,4G,0
1766,15686,34.0,M,S,702.0,1738,3,2105,1.0,cs,17,NONE,NONE,NONE,3G,0
1767,15687,36.0,M,M,702.0,686,3,2135,1.0,cs,22,NONE,NONE,NONE,3G,0
1768,1569,44.0,F,M,702.0,2063,3,2105,1.0,cs,16,NONE,NONE,NONE,4G,0
1769,15694,49.0,M,M,702.0,1488,7,2166,1.0,cs,30,NONE,NONE,NONE,3G,0
1770,15695,39.0,M,M,702.0,2412,3,2242,1.0,cg,22,NONE,NONE,NONE,3G,0
1771,15696,22.0,F,S,702.0,741,3,2243,0.0,cs,0,258,70,NONE,3G,0
1772,157,54.0,M,S,608.0,634,5,2242,1.0,cs,20,254,80,NONE,4G,0
1773,1570,25.0,M,S,702.0,2649,3,2242,0.0,cs,0,NONE,NONE,NONE,4G,0
1774,15702,57.0,F,M,702.0,885,7,2166,1.0,cs,29,70,103,NONE,3G,0
1775,15706,46.0,M,M,702.0,2415,3,2120,0.0,cs,0,105,NONE,NONE,3G,0
1776,1571,32.0,M,S,702.0,1880,3,2102,1.0,co,13,251,NONE,NONE,4G,0
1777,15710,48.0,M,M,702.0,1822,3,2101,1.0,cs,10,NONE,NONE,NONE,3G,0
1778,15713,36.30354683195592,M,S,702.0,1098,4,2242,1.0,cs,9,NONE,NONE,NONE,3G,0
1779,15716,48.0,M,M,702.0,761,3,2101,1.0,cs,11,NONE,NONE,NONE,3G,0
1780,15719,33.0,F,S,702.0,1795,3,2105,1.0,cs,11,NONE,NONE,NONE,3G,0
1781,1572,28.0,M,S,702.0,1059,3,2248,0.0,cs,4,NONE,NONE,NONE,4G,0
1782,1573,26.0,M,S,702.0,2265,3,2104,1.0,cs,2,105,NONE,NONE,4G,0
1783,15730,30.0,F,S,702.0,2388,3,2101,1.0,cs,14,237,39,35,3G,0
1784,15732,35.0,M,M,702.0,2382,3,2101,1.0,cs,9,NONE,NONE,NONE,3G,0
1785,15733,51.0,F,M,702.0,2388,3,2135,1.0,cs,7,NONE,NONE,NONE,3G,0
1786,15736,37.0,F,M,702.0,1792,7,2156,1.0,cs,22,NONE,NONE,NONE,3G,0
1787,1574,36.0,M,S,702.0,2330,3,2128,1.0,dd,0,105,260,236,4G,0
1788,15748,24.0,F,S,702.0,950,7,2242,1.0,cs,9,242,NONE,NONE,3G,0
1789,1575,25.0,F,S,702.0,2885,3,2102,1.0,cs,1,105,NONE,NONE,4G,0
1790,15753,26.0,M,S,702.0,1870,7,2209,0.0,cg,35,NONE,NONE,NONE,3G,0
1791,1576,32.0,F,S,826.0,1339,5,2102,0.0,cs,30,240,242,105,4G,0
1792,15762,36.0,M,S,702.0,1985,3,2105,0.0,cg,19,NONE,NONE,NONE,3G,0
1793,15769,55.0,F,M,702.0,2335,3,2101,1.0,dd,16,NONE,NONE,NONE,3G,0
1794,1577,39.0,M,M,702.0,1098,3,2136,1.0,cs,0,105,246,260,4G,0
1795,15770,35.0,M,S,702.0,1895,3,2242,1.0,cs,9,NONE,NONE,NONE,3G,0
1796,15776,35.0,F,S,702.0,625,3,2241,1.0,cs,0,NONE,NONE,NONE,3G,0
1797,1578,26.0,F,S,702.0,1952,3,2101,1.0,cs,7,NONE,NONE,NONE,4G,0
1798,1579,48.0,M,M,702.0,1453,3,2102,0.0,cs,27,NONE,NONE,NONE,4G,0
1799,15791,36.0,M,M,980.0,402,3,2242,1.0,cs,13,243,53,NONE,3G,0
1800,15793,24.0,F,S,702.0,2047,3,2248,1.0,cs,0,NONE,NONE,NONE,3G,0
1801,15799,53.0,F,M,458.0,621,3,2206,1.0,dd,20,NONE,NONE,NONE,3G,0
1802,158,38.0,F,S,702.0,1033,3,2102,1.0,cs,0,245,NONE,NONE,4G,0
1803,1580,29.0,M,S,702.0,2133,7,2215,0.0,cs,0,236,NONE,NONE,4G,0
1804,15802,41.0,M,M,702.0,2332,3,2101,1.0,cs,16,NONE,NONE,NONE,3G,0
1805,15807,19.0,M,S,702.0,394,4,2242,1.0,cs,12,NONE,NONE,NONE,3G,0
1806,1581,26.0,M,S,702.0,2395,3,2248,1.0,co,2,NONE,NONE,NONE,4G,0
1807,15812,36.30354683195592,M,S,702.0,2332,8,2194,1.0,cs,7,242,NONE,NONE,3G,0
1808,15818,40.0,M,S,702.0,1940,3,2101,1.0,cs,10,NONE,NONE,NONE,3G,0
1809,1582,18.0,M,S,702.0,599,4,2206,1.0,cs,3,NONE,NONE,NONE,4G,0
1810,15820,50.0,M,M,702.0,237,3,2241,1.0,cs,7,NONE,NONE,NONE,3G,0
1811,15822,43.0,M,M,702.0,2334,3,2101,1.0,cs,9,105,NONE,NONE,3G,0
1812,15823,24.0,F,S,702.0,1844,3,2242,1.0,cs,1,NONE,NONE,NONE,3G,0
1813,15826,25.0,M,S,702.0,2337,7,2166,1.0,cs,7,NONE,NONE,NONE,3G,0
1814,15827,35.0,M,M,702.0,804,5,2135,1.0,cs,8,236,70,239,3G,0
1815,1583,31.0,M,S,702.0,1930,3,2136,1.0,cs,6,105,103,248,4G,0
1816,15836,48.0,M,M,702.0,479,3,2242,1.0,cs,14,NONE,NONE,NONE,3G,0
1817,15839,24.0,F,S,702.0,2036,3,2101,1.0,cs,10,242,NONE,NONE,3G,0
1818,1584,48.0,M,M,554.0,2538,5,2102,1.0,co,13,258,261,60,4G,0
1819,15844,53.0,M,S,702.0,726,3,2135,1.0,cs,3,NONE,NONE,NONE,3G,0
1820,1585,53.0,M,S,702.0,2896,3,2101,1.0,co,3,258,105,65,4G,0
1821,15850,29.0,M,S,702.0,2330,3,2101,1.0,cs,2,NONE,NONE,NONE,3G,0
1822,15856,35.0,M,M,702.0,323,3,2242,1.0,co,10,53,236,238,3G,0
1823,1586,27.0,M,S,702.0,2735,3,2101,1.0,cs,6,248,NONE,NONE,4G,0
1824,15862,35.0,M,S,702.0,461,3,2241,1.0,cs,15,NONE,NONE,NONE,3G,0
1825,15868,34.0,M,M,702.0,2331,3,2101,1.0,cs,19,NONE,NONE,NONE,3G,0
1826,1587,49.0,F,S,702.0,2899,3,2101,0.0,co,30,NONE,NONE,NONE,4G,0
1827,15870,35.0,F,M,702.0,1815,3,2242,1.0,cs,9,NONE,NONE,NONE,3G,0
1828,15873,34.0,M,M,458.0,2331,3,2101,1.0,cs,60,105,104,101,3G,0
1829,15875,21.0,M,S,702.0,1432,3,2242,1.0,cs,7,NONE,NONE,NONE,3G,0
1830,15878,27.0,F,S,702.0,2322,3,2101,1.0,cs,7,237,NONE,NONE,3G,0
1831,1588,34.0,F,M,702.0,2900,3,2243,1.0,cs,0,69,NONE,NONE,4G,0
1832,15881,35.0,M,S,702.0,2329,3,2102,1.0,co,3,105,103,NONE,3G,0
1833,15882,56.0,F,M,702.0,1946,5,2241,0.0,cs,39,242,29,248,3G,0
1834,1589,31.0,M,S,702.0,2625,3,2101,0.0,cs,31,101,105,NONE,4G,0
1835,15891,44.0,M,M,702.0,949,7,2156,1.0,cs,4,NONE,NONE,NONE,3G,0
1836,15895,29.0,M,S,980.0,776,5,2107,0.0,cs,2,243,53,242,3G,0
1837,15897,24.0,M,S,702.0,968,3,2101,0.0,cs,31,NONE,NONE,NONE,3G,0
1838,15899,35.0,M,M,356.0,765,3,2241,1.0,cs,3,70,48,239,3G,0
1839,159,48.0,M,M,702.0,1410,3,2102,1.0,cs,22,248,50,103,4G,0
1840,1590,25.0,M,S,702.0,2543,3,2101,0.0,cs,32,NONE,NONE,NONE,4G,0
1841,15903,36.30354683195592,F,S,702.0,752,3,2135,1.0,cs,6,NONE,NONE,NONE,3G,0
1842,15906,25.0,M,S,356.0,603,5,2135,1.0,cs,3,NONE,NONE,NONE,3G,0
1843,15909,28.0,F,S,702.0,1809,3,2206,1.0,cs,20,NONE,NONE,NONE,3G,0
1844,1591,25.0,F,S,702.0,2128,7,2161,1.0,cs,0,105,101,NONE,4G,0
1845,15912,50.0,F,M,702.0,2084,3,2242,0.0,cs,39,NONE,NONE,NONE,3G,0
1846,15919,52.0,M,M,702.0,478,3,2242,1.0,cs,15,240,NONE,NONE,3G,0
1847,1592,40.0,M,M,702.0,270,3,2242,1.0,cs,8,105,103,NONE,4G,0
1848,1593,27.0,M,S,702.0,1199,3,2252,1.0,cs,7,105,NONE,NONE,4G,0
1849,15936,54.0,M,M,702.0,2301,3,2102,1.0,cs,4,242,105,259,3G,0
1850,1594,32.0,M,S,702.0,2885,3,2102,1.0,cs,18,NONE,NONE,NONE,4G,0
1851,15946,25.0,F,S,702.0,1949,3,2242,0.0,cs,36,NONE,NONE,NONE,3G,0
1852,1595,34.0,M,S,702.0,2493,3,2101,1.0,cs,0,NONE,NONE,NONE,4G,0
1853,15954,27.0,M,S,702.0,2305,3,2104,1.0,cs,20,NONE,NONE,NONE,3G,0
1854,15956,56.0,M,M,702.0,1674,7,2156,1.0,dd,4,NONE,NONE,NONE,3G,0
1855,1596,53.0,M,M,702.0,2716,3,2101,1.0,cs,4,105,NONE,NONE,4G,0
1856,15960,39.0,M,M,702.0,2037,3,2103,1.0,cs,20,103,105,NONE,3G,0
1857,1597,26.0,M,S,702.0,2490,3,2104,1.0,cs,1,105,NONE,NONE,4G,0
1858,15975,28.0,M,S,702.0,1498,7,2156,1.0,co,1,NONE,NONE,NONE,3G,0
1859,1598,47.0,F,M,702.0,1724,3,2242,1.0,cs,22,NONE,NONE,NONE,4G,0
1860,15982,36.30354683195592,M,S,702.0,2274,7,2166,1.0,co,8,105,NONE,NONE,3G,0
1861,15989,36.0,M,S,702.0,1880,7,2161,1.0,cs,10,105,NONE,NONE,3G,0
1862,1599,42.0,M,M,702.0,2198,3,2102,1.0,cs,0,105,NONE,NONE,4G,0
1863,15991,45.0,F,M,702.0,944,3,2105,0.0,dd,30,NONE,NONE,NONE,3G,0
1864,15992,26.0,F,S,702.0,1394,3,2101,1.0,cs,21,NONE,NONE,NONE,3G,0
1865,15993,26.0,M,S,702.0,1975,3,2248,1.0,cs,9,105,NONE,NONE,3G,0
1866,16,30.0,F,M,702.0,495,3,2135,1.0,cs,16,NONE,NONE,NONE,4G,0
1867,160,29.0,M,S,702.0,1234,3,2101,1.0,cs,0,NONE,NONE,NONE,4G,0
1868,1600,48.0,M,M,702.0,2846,7,2171,1.0,dd,7,52,NONE,NONE,4G,0
1869,16000,20.0,F,S,702.0,752,4,2241,0.0,cs,24,NONE,NONE,NONE,3G,0
1870,16001,29.0,F,S,702.0,2279,7,2156,0.0,co,47,51,236,48,3G,0
1871,1601,35.0,F,M,702.0,2082,3,2248,1.0,cs,0,241,NONE,NONE,4G,0
1872,16019,46.0,F,M,702.0,1097,3,2101,1.0,cs,17,NONE,NONE,NONE,3G,0
1873,1602,32.0,M,S,702.0,2288,7,2166,1.0,dd,2,258,105,248,4G,0
1874,16026,42.0,M,M,702.0,2291,3,2101,1.0,cs,8,105,103,NONE,3G,0
1875,16027,47.0,M,M,702.0,181,3,2242,1.0,cg,5,NONE,NONE,NONE,3G,0
1876,1603,35.0,F,S,702.0,1859,3,2105,1.0,cs,2,NONE,NONE,NONE,4G,0
1877,1604,49.0,F,M,702.0,1924,3,2105,0.0,dd,10,NONE,NONE,NONE,4G,0
1878,16041,39.0,F,M,702.0,271,3,2242,1.0,cs,8,NONE,NONE,NONE,3G,0
1879,16046,28.0,M,S,608.0,1424,3,2102,1.0,cs,1,254,80,105,3G,1
1880,16048,36.30354683195592,F,S,702.0,2277,7,2165,1.0,co,1,35,236,243,3G,0
1881,1605,26.0,M,S,702.0,1432,3,2102,1.0,cs,10,105,NONE,NONE,4G,0
1882,16051,51.0,F,M,702.0,1661,3,2101,1.0,cs,7,NONE,NONE,NONE,3G,0
1883,16053,37.0,M,M,702.0,2266,3,2104,1.0,cs,6,248,260,105,3G,0
1884,1606,34.0,M,S,702.0,2891,3,2101,1.0,cs,2,29,NONE,NONE,4G,0
1885,1607,45.0,F,M,702.0,2711,7,2183,0.0,cs,5,29,242,105,4G,0
1886,16073,27.0,F,S,480.0,1801,3,2248,1.0,co,7,NONE,NONE,NONE,3G,0
1887,1608,25.0,M,S,702.0,2804,3,2137,1.0,cs,2,105,NONE,NONE,4G,0
1888,16089,31.0,F,S,702.0,720,7,2156,1.0,cs,23,29,NONE,NONE,3G,0
1889,1609,48.0,M,M,702.0,2489,3,2102,1.0,dd,18,258,242,260,4G,0
1890,16091,24.0,M,S,702.0,2267,3,2107,1.0,cs,17,NONE,NONE,NONE,3G,0
1891,16095,18.0,M,S,702.0,216,4,2241,1.0,cs,7,NONE,NONE,NONE,3G,0
1892,16096,58.0,M,M,702.0,1738,3,2135,0.0,cs,30,NONE,NONE,NONE,3G,0
1893,16097,28.0,M,S,702.0,2008,3,2105,0.0,dd,56,NONE,NONE,NONE,3G,0
1894,161,48.0,M,M,702.0,686,3,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
1895,1610,37.0,M,M,702.0,1048,3,2102,1.0,cs,1,NONE,NONE,NONE,4G,0
1896,16108,27.0,F,S,702.0,1421,3,2102,1.0,cs,18,NONE,NONE,NONE,3G,0
1897,16109,32.0,M,S,702.0,2024,3,2101,1.0,cs,9,NONE,NONE,NONE,3G,0
1898,1611,29.0,M,S,702.0,494,3,2248,1.0,cs,5,NONE,NONE,NONE,4G,0
1899,16111,32.0,M,S,702.0,1976,3,2107,1.0,cs,12,NONE,NONE,NONE,3G,0
1900,16112,24.0,M,S,702.0,1939,3,2206,1.0,dd,1,NONE,NONE,NONE,3G,0
1901,16118,51.0,F,M,702.0,1865,3,2241,1.0,cs,18,NONE,NONE,NONE,3G,0
1902,1612,54.0,M,M,702.0,2544,3,2248,1.0,cs,0,102,103,105,4G,0
1903,16125,46.0,M,S,702.0,782,3,2135,1.0,cs,6,NONE,NONE,NONE,3G,0
1904,16127,43.0,M,M,702.0,990,3,2105,0.0,cs,32,NONE,NONE,NONE,3G,0
1905,16129,56.0,F,M,702.0,854,7,2155,1.0,dd,1,236,35,29,3G,0
1906,1613,33.0,M,S,702.0,2888,3,2242,1.0,cs,1,103,NONE,NONE,4G,0
1907,16131,60.0,F,M,702.0,775,7,2156,0.0,cs,25,NONE,NONE,NONE,3G,0
1908,16132,44.0,F,M,702.0,1039,3,2242,1.0,cs,1,NONE,NONE,NONE,3G,0
1909,16133,36.0,F,M,702.0,759,3,2135,1.0,cs,9,NONE,NONE,NONE,3G,0
1910,1614,24.0,M,S,702.0,352,3,2241,1.0,cs,11,105,NONE,NONE,4G,0
1911,16140,28.0,M,S,702.0,601,3,2101,1.0,cs,12,NONE,NONE,NONE,3G,0
1912,16145,34.0,F,S,702.0,1938,3,2105,1.0,cs,10,NONE,NONE,NONE,3G,0
1913,16146,50.0,M,M,702.0,1746,3,2105,1.0,cs,22,NONE,NONE,NONE,3G,0
1914,1615,28.0,M,S,702.0,2160,3,2104,1.0,cs,0,NONE,NONE,NONE,4G,0
1915,16154,60.0,F,M,702.0,806,3,2242,0.0,cs,26,NONE,NONE,NONE,3G,0
1916,1616,28.0,M,S,702.0,2555,7,2166,0.0,co,0,105,NONE,NONE,4G,0
1917,1617,31.0,M,S,702.0,1797,3,2105,1.0,cs,0,NONE,NONE,NONE,4G,0
1918,16171,45.0,M,M,702.0,211,3,2242,1.0,cs,6,NONE,NONE,NONE,3G,0
1919,16176,43.0,F,M,702.0,1968,3,2135,1.0,cs,8,105,NONE,NONE,3G,0
1920,1618,29.0,M,S,702.0,1137,3,2242,1.0,cs,0,105,103,NONE,4G,0
1921,16180,32.0,F,M,702.0,2269,3,2103,1.0,dd,7,242,NONE,NONE,3G,0
1922,16182,30.0,M,S,702.0,2274,3,2134,1.0,cs,17,NONE,NONE,NONE,3G,0
1923,1619,48.0,M,S,702.0,420,3,2248,1.0,cs,0,105,NONE,NONE,4G,0
1924,162,34.0,M,S,702.0,1230,3,2104,1.0,cs,4,NONE,NONE,NONE,4G,0
1925,1620,27.0,M,S,702.0,2120,7,2208,1.0,cs,7,NONE,NONE,NONE,4G,0
1926,16201,31.0,M,S,356.0,609,6,2135,1.0,cs,19,105,239,48,3G,0
1927,16204,29.0,F,S,702.0,1869,3,2108,1.0,co,13,238,NONE,NONE,3G,0
1928,16205,26.0,M,S,702.0,1862,6,2242,1.0,cs,9,105,103,NONE,3G,0
1929,16209,36.0,F,S,702.0,804,3,2242,0.0,cs,9,NONE,NONE,NONE,3G,0
1930,1621,27.0,F,S,702.0,2166,7,2166,1.0,co,0,NONE,NONE,NONE,4G,0
1931,16215,33.0,F,M,702.0,607,3,2206,1.0,cs,19,105,NONE,NONE,3G,0
1932,16217,26.0,M,S,702.0,1036,3,2242,1.0,dd,12,NONE,NONE,NONE,3G,0
1933,1622,31.0,M,S,702.0,2885,3,2101,0.0,cs,0,105,NONE,NONE,4G,0
1934,16220,40.0,F,M,702.0,1679,3,2114,0.0,cs,14,105,103,NONE,3G,0
1935,16222,36.0,F,M,702.0,847,3,2134,0.0,cs,27,NONE,NONE,NONE,3G,0
1936,16223,66.0,M,M,702.0,343,3,2241,1.0,cs,11,NONE,NONE,NONE,3G,0
1937,16227,35.0,M,M,702.0,1676,3,2101,0.0,cs,27,103,NONE,NONE,3G,0
1938,16228,44.0,F,M,702.0,308,3,2242,1.0,cs,10,NONE,NONE,NONE,3G,0
1939,1623,26.0,M,S,702.0,1437,3,2243,0.0,cs,31,103,NONE,NONE,4G,0
1940,16238,38.0,F,M,702.0,1370,3,2102,1.0,cs,0,67,238,236,3G,0
1941,1624,32.0,M,S,702.0,2281,3,2104,1.0,cs,0,258,65,105,4G,0
1942,16244,31.0,M,S,702.0,1420,3,2135,0.0,cs,46,NONE,NONE,NONE,3G,0
1943,16246,39.0,M,M,702.0,342,3,2242,1.0,cs,11,NONE,NONE,NONE,3G,0
1944,16248,28.0,M,S,458.0,1860,6,2101,1.0,cs,60,NONE,NONE,NONE,3G,0
1945,1625,37.0,M,M,702.0,987,7,2166,0.0,dd,32,70,105,102,4G,0
1946,16253,49.0,F,M,702.0,1864,3,2101,0.0,cs,60,NONE,NONE,NONE,3G,0
1947,16255,42.0,F,M,702.0,545,3,2206,1.0,cs,17,NONE,NONE,NONE,3G,0
1948,16257,31.0,M,S,356.0,1865,6,2135,0.0,cs,50,NONE,NONE,NONE,3G,0
1949,16259,21.0,F,S,702.0,453,3,2241,1.0,cs,14,NONE,NONE,NONE,3G,0
1950,1626,54.0,M,M,702.0,1801,3,2243,1.0,cs,0,NONE,NONE,NONE,4G,0
1951,16264,27.0,M,S,458.0,1863,3,2243,1.0,cs,5,103,105,NONE,3G,0
1952,16267,26.0,M,S,702.0,738,3,2134,0.0,cs,24,NONE,NONE,NONE,3G,0
1953,16269,36.0,F,M,702.0,1861,3,2101,1.0,co,10,NONE,NONE,NONE,3G,0
1954,1627,27.0,F,S,702.0,1182,3,2101,1.0,cs,10,NONE,NONE,NONE,4G,0
1955,16276,37.0,M,M,458.0,350,7,2156,1.0,cs,11,101,105,102,3G,0
1956,16277,17.0,F,S,702.0,487,4,2242,1.0,cs,2,NONE,NONE,NONE,3G,0
